ano,sigla_uf,id_municipio,produto,area_destinada_colheita,area_colhida,quantidade_produzida,rendimento_medio_producao,valor_producao
2019,MG,3158904,Café (em grão) Arábica,5900,5900,8850,1500,57171
2019,MG,3171907,Café (em grão) Arábica,25,25,38,1520,238
2019,MG,3160306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3136009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3136009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3138104,Café (em grão) Arábica,500,500,1500,3000,10500
2014,MG,3134806,Café (em grão) Arábica,2000,2000,3000,1500,21000
2014,MG,3122009,Café (em grão) Arábica,9500,9500,8500,895,45348
2017,MG,3138005,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3168051,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3132008,Café (em grão) Arábica,95,95,171,1800,1197
2022,MG,3133204,Café (em grão) Arábica,330,330,357,1082,7274
2022,MG,3128105,Café (em grão) Arábica,8700,8700,10986,1263,224941
2022,MG,3119609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3168408,Café (em grão) Arábica,15,15,11,733,220
2010,MG,3168408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3120870,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3131802,Café (em grão) Arábica,150,150,180,1200,878
2012,MG,3155702,Café (em grão) Arábica,15,15,12,800,71
2012,MG,3150802,Café (em grão) Arábica,210,210,252,1200,1546
2013,MG,3124401,Café (em grão) Arábica,1440,1440,1469,1020,7060
2013,MG,3118403,Café (em grão) Arábica,5425,5425,7053,1300,29568
2013,MG,3155702,Café (em grão) Arábica,15,15,12,800,50
2013,MG,3107703,Café (em grão) Arábica,130,130,101,777,414
2013,MG,3169307,Café (em grão) Arábica,10560,10560,13939,1320,62726
2020,MG,3117207,Café (em grão) Arábica,1538,1538,2676,1740,22971
2011,MG,3127800,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3108701,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3148400,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3144904,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3164902,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3132206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3159605,Café (em grão) Arábica,5000,5000,7500,1500,49500
2019,MG,3142601,Café (em grão) Arábica,2500,2500,3750,1500,24375
2014,MG,3104700,Café (em grão) Arábica,50,50,30,600,195
2014,MG,3110707,Café (em grão) Arábica,5300,5300,5724,1080,46364
2023,MG,3135100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3160207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3159407,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3170701,Café (em grão) Arábica,8120,8120,12180,1500,54810
2015,MG,3124500,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3121209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3163201,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3100807,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3128253,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3118007,Café (em grão) Arábica,15,15,18,1200,124
2019,MG,3108206,Café (em grão) Arábica,810,810,1944,2400,12733
2014,MG,3114907,Café (em grão) Arábica,65,65,78,1200,530
2014,MG,3119708,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3117836,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3105202,Café (em grão) Arábica,40,40,38,950,532
2023,MG,3125408,Café (em grão) Arábica,297,297,1052,3542,15111
2013,MG,3143005,Café (em grão) Arábica,3740,3740,4488,1200,22086
2013,MG,3165404,Café (em grão) Arábica,6,6,5,833,22
2013,MG,3168309,Café (em grão) Arábica,5,5,4,800,18
2011,MG,3123809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3154101,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3111408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3161056,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3101300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3171709,Café (em grão) Arábica,60,60,86,1433,1169
2021,MG,3127305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3131208,Café (em grão) Arábica,24,24,29,1208,341
2021,MG,3124203,Café (em grão) Arábica,9000,9000,7020,780,90523
2019,MG,3114006,Café (em grão) Arábica,820,820,886,1080,5670
2014,MG,3169059,Café (em grão) Arábica,150,150,162,1080,1123
2014,MG,3130200,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3147808,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3153202,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3127057,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3141009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3108206,Café (em grão) Arábica,1025,1025,2050,2000,9533
2013,MG,3148103,Café (em grão) Arábica,31182,31182,52386,1680,244119
2020,MG,3165560,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3114907,Café (em grão) Arábica,50,50,66,1320,462
2011,MG,3137809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3105103,Café (em grão) Arábica,2450,2450,4410,1800,31752
2018,MG,3112000,Café (em grão) Arábica,5540,5540,11302,2040,80244
2015,MG,3147402,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3148806,Café (em grão) Arábica,230,230,207,900,2691
2021,MG,3137536,Café (em grão) Arábica,140,140,84,600,1163
2021,MG,3164209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3100807,Café (em grão) Arábica,1360,1360,2364,1738,32752
2021,MG,3101409,Café (em grão) Arábica,1500,1500,2340,1560,32702
2019,MG,3127388,Café (em grão) Arábica,1,1,1,1000,6
2019,MG,3127339,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3109600,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3139904,Café (em grão) Arábica,50,50,90,1800,492
2014,MG,3145877,Café (em grão) Arábica,2700,2700,3240,1200,19440
2012,MG,3138906,Café (em grão) Arábica,8,8,5,625,29
2023,MG,3135001,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3138682,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3117603,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3141900,Café (em grão) Arábica,5,5,9,1800,43
2020,MG,3111606,Café (em grão) Arábica,22030,22030,59275,2691,475556
2020,MG,3144359,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3103405,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3104106,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3130606,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3133006,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3121100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3165800,Café (em grão) Arábica,470,470,564,1200,3610
2019,MG,3135357,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3146701,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3135456,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3147808,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3143401,Café (em grão) Arábica,3530,3530,2330,660,16159
2014,MG,3123809,Café (em grão) Arábica,4,4,3,750,20
2014,MG,3142908,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3145851,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3171154,Café (em grão) Arábica,3660,3660,2928,800,16180
2012,MG,3106309,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3163409,Café (em grão) Arábica,16,16,13,813,77
2023,MG,3104205,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3118304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3109253,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3116704,Café (em grão) Arábica,460,460,706,1535,2965
2013,MG,3125101,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3134400,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3127339,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3121704,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3122207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3108404,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3151503,Café (em grão) Arábica,10550,10550,15825,1500,214429
2019,MG,3124500,Café (em grão) Arábica,3,3,4,1333,27
2019,MG,3156007,Café (em grão) Arábica,20,20,24,1200,150
2014,MG,3142700,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3150000,Café (em grão) Arábica,1,1,1,1000,5
2023,MG,3133105,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3151800,Café (em grão) Arábica,3050,3050,4575,1500,63620
2013,MG,3152131,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3135506,Café (em grão) Arábica,2400,2400,5040,2100,37800
2015,MG,3130556,Café (em grão) Arábica,2760,2760,3312,1200,22787
2015,MG,3123528,Café (em grão) Arábica,4900,4900,8232,1680,51862
2011,MG,3142106,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3108404,Café (em grão) Arábica,5810,5810,12000,2065,82800
2018,MG,3134707,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3157104,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3136801,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3165107,Café (em grão) Arábica,7750,7750,9300,1200,134850
2021,MG,3161809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3100302,Café (em grão) Arábica,4000,4000,4800,1200,64800
2021,MG,3155405,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3120805,Café (em grão) Arábica,130,130,156,1200,1092
2019,MG,3162922,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3131604,Café (em grão) Arábica,715,715,1201,1680,8047
2019,MG,3138658,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3136207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3101805,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3103801,Café (em grão) Arábica,580,580,1044,1800,7308
2014,MG,3140605,Café (em grão) Arábica,30,30,27,900,176
2012,MG,3159001,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3144508,Café (em grão) Arábica,2120,2120,3307,1560,46711
2023,MG,3121902,Café (em grão) Arábica,150,150,315,2100,4358
2013,MG,3156007,Café (em grão) Arábica,30,30,36,1200,144
2013,MG,3164209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3165503,Café (em grão) Arábica,18,18,16,889,120
2015,MG,3130903,Café (em grão) Arábica,2020,2020,2450,1213,17150
2011,MG,3158706,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3106200,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3129707,Café (em grão) Arábica,11500,11500,34500,3000,258750
2021,MG,3134004,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3100500,Café (em grão) Arábica,10,10,9,900,109
2021,MG,3170602,Café (em grão) Arábica,2300,2300,3495,1520,49569
2019,MG,3101409,Café (em grão) Arábica,1450,1450,2262,1560,15495
2019,MG,3113008,Café (em grão) Arábica,380,380,456,1200,2964
2017,MG,3110103,Café (em grão) Arábica,3985,3985,4782,1200,32422
2017,MG,3154408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3139409,Café (em grão) Arábica,22700,22700,32688,1440,672338
2022,MG,3150901,Café (em grão) Arábica,6,6,8,1333,161
2022,MG,3169307,Café (em grão) Arábica,8700,8700,9396,1080,193332
2022,MG,3157609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3158904,Café (em grão) Arábica,5000,5000,6600,1320,47520
2016,MG,3136702,Café (em grão) Arábica,15,15,11,733,80
2016,MG,3122009,Café (em grão) Arábica,9000,9000,10800,1200,81000
2016,MG,3101706,Café (em grão) Arábica,440,440,370,841,2171
2016,MG,3161502,Café (em grão) Arábica,300,300,225,750,1845
2010,MG,3133808,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3172103,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3168002,Café (em grão) Arábica,660,660,1980,3000,27793
2023,MG,3125507,Café (em grão) Arábica,38,38,109,2868,1608
2013,MG,3142007,Café (em grão) Arábica,8,8,8,1000,37
2013,MG,3128105,Café (em grão) Arábica,5200,5200,9360,1800,44554
2013,MG,3143203,Café (em grão) Arábica,9254,9254,14991,1620,67460
2013,MG,3132305,Café (em grão) Arábica,3080,3080,3326,1080,14468
2020,MG,3104809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3140407,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3150109,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3146008,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3137205,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3148905,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3145208,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3103306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3107604,Café (em grão) Arábica,2845,2845,5121,1800,35335
2018,MG,3121407,Café (em grão) Arábica,145,145,305,2103,1983
2019,MG,3132305,Café (em grão) Arábica,437,437,420,961,2615
2014,MG,3133006,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3170438,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3158102,Café (em grão) Arábica,13,13,15,1154,104
2017,MG,3124401,Café (em grão) Arábica,390,390,560,1436,3931
2022,MG,3118304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3130408,Café (em grão) Arábica,230,230,270,1174,5476
2022,MG,3100906,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3160405,Café (em grão) Arábica,25,25,30,1200,600
2016,MG,3164704,Café (em grão) Arábica,11320,11320,19244,1700,150103
2016,MG,3135050,Café (em grão) Arábica,12,12,29,2417,199
2016,MG,3151008,Café (em grão) Arábica,710,710,1065,1500,8520
2010,MG,3140555,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3116159,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3131208,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3155207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3138807,Café (em grão) Arábica,130,130,195,1500,2681
2023,MG,3141009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3102902,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3151800,Café (em grão) Arábica,2650,2650,4680,1766,32292
2017,MG,3169000,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3163003,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3100500,Café (em grão) Arábica,8,8,8,1000,160
2010,MG,3155603,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3152131,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3129657,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3135605,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3137601,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3124708,Café (em grão) Arábica,210,210,252,1200,1913
2017,MG,3167608,Café (em grão) Arábica,11200,11200,12720,1136,88531
2016,MG,3154804,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3131802,Café (em grão) Arábica,250,250,225,900,1364
2016,MG,3108305,Café (em grão) Arábica,1500,1500,2700,1800,21908
2016,MG,3147709,Café (em grão) Arábica,250,250,330,1320,2475
2016,MG,3170529,Café (em grão) Arábica,1605,1605,3852,2400,28870
2012,MG,3123502,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3147006,Café (em grão) Arábica,1222,1222,4216,3450,27826
2017,MG,3122207,Café (em grão) Arábica,27,27,30,1111,221
2022,MG,3113404,Café (em grão) Arábica,9040,9040,14645,1620,300772
2010,MG,3147204,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3152709,Café (em grão) Arábica,50,50,90,1800,477
2022,MG,3117405,Café (em grão) Arábica,800,800,1200,1500,24528
2022,MG,3165008,Café (em grão) Arábica,380,380,502,1321,10354
2016,MG,3162203,Café (em grão) Arábica,200,200,264,1320,1940
2016,MG,3120870,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3145356,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3152170,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3151602,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3148301,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3157500,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3136553,Café (em grão) Arábica,30,30,27,900,162
2012,MG,3155207,Café (em grão) Arábica,8,8,7,875,41
2012,MG,3167004,Café (em grão) Arábica,12,12,9,750,52
2017,MG,3162922,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3112802,Café (em grão) Arábica,1750,1750,1890,1080,38835
2010,MG,3127701,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3102100,Café (em grão) Arábica,20,20,24,1200,128
2017,MG,3108404,Café (em grão) Arábica,6300,6300,11850,1881,85202
2017,MG,3116308,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3136207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3166956,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3144656,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3137106,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3124005,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3113206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3120508,Café (em grão) Arábica,870,870,1409,1620,10568
2022,MG,3143401,Café (em grão) Arábica,1710,1710,2052,1200,42066
2010,MG,3137601,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3158201,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3129905,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3133402,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3161601,Café (em grão) Arábica,8,8,4,500,23
2023,MG,3171907,Café (em grão) Arábica,12,12,11,917,152
2023,MG,3115458,Café (em grão) Arábica,65,65,90,1385,1251
2013,MG,3127388,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3136959,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3135605,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3144300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3122306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3157609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3123304,Café (em grão) Arábica,75,75,99,1320,745
2015,MG,3128303,Café (em grão) Arábica,2650,2650,4373,1650,32798
2011,MG,3164506,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3109709,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3102001,Café (em grão) Arábica,3820,3815,6867,1800,51314
2018,MG,3115409,Café (em grão) Arábica,8,8,5,625,30
2018,MG,3152131,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3131109,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3169208,Café (em grão) Arábica,1000,1000,1080,1080,6480
2014,MG,3140209,Café (em grão) Arábica,6,6,6,1000,39
2014,MG,3137403,Café (em grão) Arábica,80,80,120,1500,529
2014,MG,3169604,Café (em grão) Arábica,219,219,499,2279,3077
2017,MG,3144359,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3170578,Café (em grão) Arábica,15,15,20,1333,142
2016,MG,3100104,Café (em grão) Arábica,67,67,147,2194,1095
2016,MG,3104601,Café (em grão) Arábica,60,60,61,1017,542
2023,MG,3145851,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3128808,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3116704,Café (em grão) Arábica,400,400,720,1800,9941
2023,MG,3113602,Café (em grão) Arábica,1170,1170,1755,1500,24517
2013,MG,3135902,Café (em grão) Arábica,1570,1570,2072,1320,9505
2013,MG,3130309,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3108602,Café (em grão) Arábica,3,3,3,1000,14
2013,MG,3135100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3136959,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3114709,Café (em grão) Arábica,1705,1705,2864,1680,22944
2020,MG,3163300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3119906,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3112505,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3153608,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3170701,Café (em grão) Arábica,8270,8270,17367,2100,125042
2015,MG,3170305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3170578,Café (em grão) Arábica,300,300,324,1080,2246
2021,MG,3160207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3101003,Café (em grão) Arábica,700,700,2100,3000,28140
2021,MG,3117504,Café (em grão) Arábica,20,20,17,850,230
2019,MG,3154457,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3168705,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3148806,Café (em grão) Arábica,320,320,346,1081,2318
2014,MG,3131158,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3154457,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3144508,Café (em grão) Arábica,1970,1970,4137,2100,34825
2015,MG,3103900,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3103306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3117405,Café (em grão) Arábica,595,595,678,1139,4068
2011,MG,3148756,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3166402,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3138401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3169356,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3122504,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3114006,Café (em grão) Arábica,900,900,1350,1500,10125
2018,MG,3152006,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3138682,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3109402,Café (em grão) Arábica,1170,1170,3510,3000,46391
2021,MG,3120870,Café (em grão) Arábica,18,18,54,3000,583
2021,MG,3106606,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3103504,Café (em grão) Arábica,11013,11013,18502,1680,125814
2019,MG,3141504,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3166006,Café (em grão) Arábica,270,270,324,1200,2268
2012,MG,3103306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3104502,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3154804,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3120839,Café (em grão) Arábica,245,245,323,1318,4198
2013,MG,3142601,Café (em grão) Arábica,4080,4080,4896,1200,22032
2013,MG,3154309,Café (em grão) Arábica,83,83,50,602,211
2020,MG,3115508,Café (em grão) Arábica,98,98,130,1327,988
2020,MG,3154200,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3120300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3131901,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3138203,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3162005,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3133907,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3111200,Café (em grão) Arábica,2500,2500,3150,1260,22365
2018,MG,3127701,Café (em grão) Arábica,7,7,4,571,24
2018,MG,3169000,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3163508,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3168200,Café (em grão) Arábica,1513,1513,2113,1397,29769
2021,MG,3119203,Café (em grão) Arábica,70,70,105,1500,1313
2019,MG,3140308,Café (em grão) Arábica,4,4,4,1000,24
2019,MG,3122454,Café (em grão) Arábica,597,597,645,1080,4193
2014,MG,3166402,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3161205,Café (em grão) Arábica,3165,3165,3228,1020,21357
2013,MG,3153004,Café (em grão) Arábica,1990,1990,2985,1500,14284
2013,MG,3145059,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3146404,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3160801,Café (em grão) Arábica,1670,1670,2004,1200,9018
2020,MG,3133709,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3118908,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3152501,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3115201,Café (em grão) Arábica,260,260,540,2077,3960
2018,MG,3147709,Café (em grão) Arábica,100,100,180,1800,1260
2015,MG,3139805,Café (em grão) Arábica,130,130,164,1262,984
2015,MG,3144607,Café (em grão) Arábica,13900,13900,17514,1260,118745
2021,MG,3103702,Café (em grão) Arábica,4580,4580,5496,1200,74379
2021,MG,3116407,Café (em grão) Arábica,4410,4410,4631,1050,62272
2021,MG,3152501,Café (em grão) Arábica,50,50,60,1200,840
2019,MG,3117801,Café (em grão) Arábica,175,175,263,1503,1710
2019,MG,3141702,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3135100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3134301,Café (em grão) Arábica,359,359,550,1532,7786
2023,MG,3116001,Café (em grão) Arábica,2500,2500,3450,1380,47473
2023,MG,3108255,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3140555,Café (em grão) Arábica,480,480,576,1200,2467
2013,MG,3157278,Café (em grão) Arábica,5,5,4,800,17
2020,MG,3163102,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3138302,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3132206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3103306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3123304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3156452,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3103603,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3137007,Café (em grão) Arábica,445,445,454,1020,2951
2021,MG,3142809,Café (em grão) Arábica,94,94,260,2766,3510
