ano,sigla_uf,id_municipio,produto,area_destinada_colheita,area_colhida,quantidade_produzida,rendimento_medio_producao,valor_producao
2013,MG,3167301,Café (em grão) Arábica,2,2,2,1000,9
2020,MG,3170651,Café (em grão) Arábica,90,90,162,1800,1264
2020,MG,3126406,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3130002,Café (em grão) Arábica,427,427,513,1201,3570
2015,MG,3132008,Café (em grão) Arábica,95,95,171,1800,1197
2015,MG,3136504,Café (em grão) Arábica,8,8,8,1000,43
2015,MG,3119708,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3113404,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3172103,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3105400,Café (em grão) Arábica,2,2,2,1000,13
2018,MG,3159605,Café (em grão) Arábica,5240,5240,9432,1800,70268
2018,MG,3154150,Café (em grão) Arábica,2850,2850,5130,1800,35397
2015,MG,3136603,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3159605,Café (em grão) Arábica,5400,5400,6480,1200,45360
2021,MG,3155702,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3110400,Café (em grão) Arábica,2120,2120,3180,1500,45156
2021,MG,3116100,Café (em grão) Arábica,2,2,1,500,13
2019,MG,3115458,Café (em grão) Arábica,77,77,97,1260,597
2019,MG,3102001,Café (em grão) Arábica,3953,3953,6878,1740,43225
2019,MG,3161502,Café (em grão) Arábica,235,235,470,2000,2900
2017,MG,3168705,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3150505,Café (em grão) Arábica,770,770,1330,1727,10095
2010,MG,3169802,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3169109,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3162203,Café (em grão) Arábica,250,250,450,1800,2748
2012,MG,3104304,Café (em grão) Arábica,2718,2718,5300,1950,33403
2012,MG,3137536,Café (em grão) Arábica,7,7,10,1429,58
2023,MG,3151503,Café (em grão) Arábica,10910,10910,18983,1740,265113
2014,MG,3143500,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3167301,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3168507,Café (em grão) Arábica,670,670,1005,1500,20351
2016,MG,3118106,Café (em grão) Arábica,80,80,120,1500,888
2016,MG,3158003,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3120003,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3119500,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3108909,Café (em grão) Arábica,1260,1260,1512,1200,10300
2014,MG,3147303,Café (em grão) Arábica,180,180,200,1111,1093
2017,MG,3127206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3110707,Café (em grão) Arábica,2420,2420,4410,1822,32061
2017,MG,3137304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3157252,Café (em grão) Arábica,3150,3150,3308,1050,67880
2022,MG,3134400,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3100401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3116001,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3129202,Café (em grão) Arábica,3445,3445,4134,1200,26952
2017,MG,3160405,Café (em grão) Arábica,12,12,13,1083,91
2017,MG,3147709,Café (em grão) Arábica,70,70,120,1714,880
2022,MG,3136579,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3119104,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3108800,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3170008,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3140555,Café (em grão) Arábica,530,530,509,960,3460
2010,MG,3119708,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3131901,Café (em grão) Arábica,15,15,14,933,84
2012,MG,3128600,Café (em grão) Arábica,247,247,445,1802,2937
2017,MG,3131000,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3129103,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3114402,Café (em grão) Arábica,10790,10790,17475,1620,358370
2022,MG,3118809,Café (em grão) Arábica,9,9,6,667,120
2016,MG,3111101,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3113909,Café (em grão) Arábica,13060,13060,18806,1440,141202
2010,MG,3164902,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3102100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3155801,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3160801,Café (em grão) Arábica,1500,1500,1800,1200,11556
2012,MG,3139102,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3101805,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3111309,Café (em grão) Arábica,2890,2890,2535,877,35009
2014,MG,3129608,Café (em grão) Arábica,606,606,2182,3601,15274
2017,MG,3160801,Café (em grão) Arábica,630,630,1520,2413,11400
2017,MG,3136603,Café (em grão) Arábica,16,16,55,3438,363
2017,MG,3166303,Café (em grão) Arábica,2950,2950,3300,1119,23430
2022,MG,3109402,Café (em grão) Arábica,1170,1170,3510,3000,72833
2022,MG,3101607,Café (em grão) Arábica,9920,9920,9170,924,189028
2016,MG,3157609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3158300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3154903,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3153905,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3118106,Café (em grão) Arábica,85,85,102,1200,592
2012,MG,3115607,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3118007,Café (em grão) Arábica,13,13,18,1385,105
2017,MG,3108206,Café (em grão) Arábica,750,750,1500,2000,10875
2017,MG,3158953,Café (em grão) Arábica,11,11,6,545,45
2017,MG,3123502,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3164431,Café (em grão) Arábica,840,840,857,1020,17419
2016,MG,3148707,Café (em grão) Arábica,220,220,198,900,1239
2016,MG,3157500,Café (em grão) Arábica,12,12,11,917,77
2010,MG,3147303,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3170909,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3157377,Café (em grão) Arábica,12,12,11,917,72
2016,MG,3169406,Café (em grão) Arábica,20700,20700,38502,1860,300316
2010,MG,3156106,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3102050,Café (em grão) Arábica,3900,3900,5850,1500,33131
2012,MG,3120300,Café (em grão) Arábica,5,5,3,600,17
2023,MG,3160009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3127909,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3168804,Café (em grão) Arábica,5,5,9,1800,37
2020,MG,3131208,Café (em grão) Arábica,24,24,32,1333,245
2020,MG,3134608,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3126950,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3136652,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3171402,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3156700,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3102209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3131406,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3161403,Café (em grão) Arábica,1585,1585,2092,1320,16734
2015,MG,3153707,Café (em grão) Arábica,160,160,288,1800,2111
2021,MG,3114204,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3168101,Café (em grão) Arábica,615,615,369,600,5092
2021,MG,3165503,Café (em grão) Arábica,14,14,17,1214,200
2014,MG,3165578,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3134400,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3108552,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3145059,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3164407,Café (em grão) Arábica,980,980,1000,1020,6935
2017,MG,3157302,Café (em grão) Arábica,25,25,10,400,60
2017,MG,3119401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3117009,Café (em grão) Arábica,17,17,9,529,180
2022,MG,3155801,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3145505,Café (em grão) Arábica,720,720,864,1200,17755
2022,MG,3152402,Café (em grão) Arábica,30,30,36,1200,720
2022,MG,3152709,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3162708,Café (em grão) Arábica,230,230,483,2100,3623
2016,MG,3102803,Café (em grão) Arábica,240,240,360,1500,2916
2010,MG,3129202,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3107901,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3161908,Café (em grão) Arábica,10,10,12,1200,167
2013,MG,3104452,Café (em grão) Arábica,465,465,405,871,1863
2020,MG,3141900,Café (em grão) Arábica,2,2,1,500,8
2020,MG,3141405,Café (em grão) Arábica,7,7,7,1000,54
2011,MG,3102852,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3136009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3165404,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3139904,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3120805,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3119104,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3131802,Café (em grão) Arábica,134,134,121,903,718
2018,MG,3112059,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3142403,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3136900,Café (em grão) Arábica,4600,4600,6900,1500,51750
2021,MG,3135456,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3170305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3123858,Café (em grão) Arábica,400,400,336,840,4225
2021,MG,3108008,Café (em grão) Arábica,2835,2835,3912,1380,57506
2021,MG,3149952,Café (em grão) Arábica,4,4,5,1250,63
2019,MG,3161809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3113107,Café (em grão) Arábica,36,36,52,1444,338
2019,MG,3164209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3145877,Café (em grão) Arábica,4580,4580,6320,1380,40448
2014,MG,3105707,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3143302,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3149606,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3127388,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3143906,Café (em grão) Arábica,1700,1700,2652,1560,9309
2013,MG,3127370,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3152170,Café (em grão) Arábica,120,120,36,300,119
2020,MG,3166105,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3112406,Café (em grão) Arábica,5837,5837,12922,2214,102989
2020,MG,3130051,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3125200,Café (em grão) Arábica,1500,1500,1620,1080,12703
2015,MG,3122108,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3105509,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3106408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3124906,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3139003,Café (em grão) Arábica,12000,12000,15840,1320,122244
2021,MG,3122207,Café (em grão) Arábica,30,30,36,1200,387
2019,MG,3116209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3171501,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3152600,Café (em grão) Arábica,100,100,120,1200,850
2014,MG,3126208,Café (em grão) Arábica,150,150,408,2720,3060
2014,MG,3128303,Café (em grão) Arábica,3503,3503,6516,1860,45612
2023,MG,3138625,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3146206,Café (em grão) Arábica,20,20,50,2500,711
2023,MG,3168408,Café (em grão) Arábica,12,12,9,750,126
2013,MG,3116001,Café (em grão) Arábica,2435,2435,4383,1800,17532
2013,MG,3164100,Café (em grão) Arábica,25,25,15,600,60
2013,MG,3171071,Café (em grão) Arábica,30,30,25,833,115
2020,MG,3140001,Café (em grão) Arábica,23,23,41,1783,328
2011,MG,3156809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3137700,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3123908,Café (em grão) Arábica,165,165,347,2103,2498
2018,MG,3170750,Café (em grão) Arábica,1410,1410,3384,2400,24365
2018,MG,3106002,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3153202,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3152131,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3156403,Café (em grão) Arábica,5700,5700,11700,2053,170383
2021,MG,3170651,Café (em grão) Arábica,90,90,148,1644,1776
2012,MG,3148806,Café (em grão) Arábica,350,350,420,1200,2556
2023,MG,3123007,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3162575,Café (em grão) Arábica,280,280,168,600,636
2020,MG,3112208,Café (em grão) Arábica,280,280,504,1800,3965
2020,MG,3165537,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3135100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3135506,Café (em grão) Arábica,3500,3500,4410,1260,26460
2011,MG,3160306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3170800,Café (em grão) Arábica,480,480,1728,3600,12960
2018,MG,3117207,Café (em grão) Arábica,1150,1150,1794,1560,13096
2018,MG,3127073,Café (em grão) Arábica,10,10,6,600,38
2015,MG,3169307,Café (em grão) Arábica,8760,8760,8400,959,65727
2021,MG,3101201,Café (em grão) Arábica,10,10,12,1200,166
2021,MG,3142908,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3128402,Café (em grão) Arábica,42,42,105,2500,708
2014,MG,3172202,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3170404,Café (em grão) Arábica,3281,3281,9646,2940,61927
2023,MG,3163300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3129707,Café (em grão) Arábica,10000,10000,15000,1500,72000
2020,MG,3102050,Café (em grão) Arábica,3200,3200,6144,1920,48857
2020,MG,3162203,Café (em grão) Arábica,300,300,450,1500,3473
2020,MG,3162948,Café (em grão) Arábica,2890,2890,7332,2537,56020
2015,MG,3135308,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3126000,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3144656,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3109501,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3143807,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3116605,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3145703,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3101904,Café (em grão) Arábica,4344,4344,9696,2232,69811
2015,MG,3171501,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3147709,Café (em grão) Arábica,285,285,376,1319,2444
2015,MG,3160454,Café (em grão) Arábica,70,70,84,1200,504
2021,MG,3104403,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3168606,Café (em grão) Arábica,32,32,29,906,178
2014,MG,3164209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3128105,Café (em grão) Arábica,5500,5500,6600,1200,39490
2023,MG,3127339,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3127206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3170404,Café (em grão) Arábica,3310,3310,9930,3000,45678
2020,MG,3124005,Café (em grão) Arábica,5184,5184,9331,1800,74438
2015,MG,3127305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3101631,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3122504,Café (em grão) Arábica,60,60,54,900,378
2011,MG,3126703,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3136702,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3115904,Café (em grão) Arábica,2,2,2,1000,13
2018,MG,3111408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3138658,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3112406,Café (em grão) Arábica,3720,3720,10044,2700,73653
2021,MG,3108552,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3158201,Café (em grão) Arábica,5,5,4,800,54
2021,MG,3157708,Café (em grão) Arábica,90,90,135,1500,1856
2019,MG,3110806,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3109303,Café (em grão) Arábica,300,300,936,3120,6159
2012,MG,3106655,Café (em grão) Arábica,226,226,140,619,819
2023,MG,3127305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3122306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3120409,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3116803,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3132404,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3104304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3145208,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3163706,Café (em grão) Arábica,62,62,82,1323,492
2015,MG,3161650,Café (em grão) Arábica,150,150,162,1080,1204
2015,MG,3140803,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3124500,Café (em grão) Arábica,2,2,4,2000,56
2021,MG,3139102,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3144201,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3126109,Café (em grão) Arábica,2250,2250,2790,1240,18176
2019,MG,3142205,Café (em grão) Arábica,435,435,522,1200,3445
2019,MG,3153707,Café (em grão) Arábica,140,140,420,3000,2730
2014,MG,3171907,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3159902,Café (em grão) Arábica,9000,9000,13500,1500,99225
2023,MG,3155504,Café (em grão) Arábica,13670,13670,24606,1800,341019
2023,MG,3141801,Café (em grão) Arábica,450,450,567,1260,8051
2023,MG,3150158,Café (em grão) Arábica,3500,3500,8400,2400,116970
2023,MG,3156700,Café (em grão) Arábica,8,8,10,1250,137
2023,MG,3115474,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3137601,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3161908,Café (em grão) Arábica,10,10,9,900,38
2013,MG,3156809,Café (em grão) Arábica,50,50,30,600,120
2020,MG,3152131,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3131406,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3134301,Café (em grão) Arábica,276,276,566,2051,4245
2011,MG,3143500,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3104601,Café (em grão) Arábica,25,25,30,1200,201
2018,MG,3104809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3140605,Café (em grão) Arábica,1,1,1,1000,7
2021,MG,3157005,Café (em grão) Arábica,10,10,12,1200,130
2021,MG,3157252,Café (em grão) Arábica,1938,1938,2558,1320,33493
2019,MG,3108008,Café (em grão) Arábica,2950,2950,4425,1500,30090
2019,MG,3139904,Café (em grão) Arábica,90,90,135,1500,878
2019,MG,3131901,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3149903,Café (em grão) Arábica,2030,2030,3735,1840,28573
2016,MG,3171600,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3151107,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3169000,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3118809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3123528,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3108909,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3143203,Café (em grão) Arábica,9515,9515,17983,1890,117249
2012,MG,3166956,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3149903,Café (em grão) Arábica,3540,3540,5947,1680,38013
2023,MG,3140001,Café (em grão) Arábica,18,18,25,1389,352
2020,MG,3141504,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3167806,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3119609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3151206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3101508,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3158409,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3159209,Café (em grão) Arábica,180,180,270,1500,1890
2015,MG,3156106,Café (em grão) Arábica,200,200,300,1500,2291
2021,MG,3166956,Café (em grão) Arábica,8,8,14,1750,171
2021,MG,3171105,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3146404,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3143104,Café (em grão) Arábica,11950,11950,27246,2280,204345
2014,MG,3136520,Café (em grão) Arábica,100,100,60,600,270
2014,MG,3116100,Café (em grão) Arábica,14,14,12,857,54
2017,MG,3140530,Café (em grão) Arábica,4775,4775,6900,1445,48369
2017,MG,3114204,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3158607,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3129103,Café (em grão) Arábica,12,12,10,833,200
2016,MG,3118601,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3103108,Café (em grão) Arábica,110,110,99,900,644
2010,MG,3122470,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3101003,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3136405,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3160959,Café (em grão) Arábica,1870,1870,3150,1684,23625
2017,MG,3164407,Café (em grão) Arábica,854,854,1353,1584,9214
2022,MG,3136009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3144409,Café (em grão) Arábica,2480,2480,3571,1440,73116
2022,MG,3152170,Café (em grão) Arábica,70,70,42,600,840
2016,MG,3130804,Café (em grão) Arábica,578,578,1006,1740,8249
2016,MG,3168002,Café (em grão) Arábica,450,450,486,1080,3499
2012,MG,3105905,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3121803,Café (em grão) Arábica,90,90,81,900,502
2014,MG,3148509,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3160504,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3115102,Café (em grão) Arábica,4570,4507,7200,1598,53424
2022,MG,3115607,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3123106,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3169604,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3126901,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3160454,Café (em grão) Arábica,70,70,70,1000,407
2014,MG,3148103,Café (em grão) Arábica,35182,35182,63328,1800,474960
2017,MG,3153301,Café (em grão) Arábica,15,15,32,2133,213
2017,MG,3136652,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3114303,Café (em grão) Arábica,10810,10810,15058,1393,321232
2016,MG,3105202,Café (em grão) Arábica,80,80,72,900,504
2016,MG,3135704,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3141801,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3110608,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3165503,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3144300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3139607,Café (em grão) Arábica,3650,3650,1533,420,7473
2017,MG,3133758,Café (em grão) Arábica,7,7,10,1429,70
2017,MG,3162575,Café (em grão) Arábica,40,40,26,650,166
2022,MG,3138609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3164472,Café (em grão) Arábica,1500,1500,1800,1200,12960
2016,MG,3165305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3164100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3170800,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3171709,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3160207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3137403,Café (em grão) Arábica,110,110,165,1500,1056
2014,MG,3150406,Café (em grão) Arábica,20,20,24,1200,168
2014,MG,3124500,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3161809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3126802,Café (em grão) Arábica,30,30,34,1133,680
2022,MG,3104601,Café (em grão) Arábica,8,8,5,625,103
2016,MG,3138302,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3122702,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3171808,Café (em grão) Arábica,180,180,180,1000,1314
2010,MG,3127370,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3127107,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3122470,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3135605,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3121209,Café (em grão) Arábica,240,240,297,1238,2129
2017,MG,3116159,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3163201,Café (em grão) Arábica,200,200,220,1100,1527
2022,MG,3114709,Café (em grão) Arábica,1825,1825,2628,1440,53940
2016,MG,3169604,Café (em grão) Arábica,219,219,460,2100,3220
2016,MG,3153400,Café (em grão) Arábica,4100,4100,10312,2515,77180
2016,MG,3140704,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3100104,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3110103,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3142809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3145455,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3112059,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3108602,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3125309,Café (em grão) Arábica,860,860,877,1020,4677
2017,MG,3170206,Café (em grão) Arábica,130,130,410,3154,2911
2017,MG,3118403,Café (em grão) Arábica,4265,4265,5502,1290,37660
2017,MG,3113503,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3166907,Café (em grão) Arábica,3300,3300,3960,1200,80289
2022,MG,3159704,Café (em grão) Arábica,3700,3700,8214,2220,185226
2022,MG,3144201,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3132909,Café (em grão) Arábica,7000,7000,13650,1950,108067
2010,MG,3120904,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3145208,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3127354,Café (em grão) Arábica,NA,NA,NA,NA,NA
